transaction_id,customer_id,amount,transaction_time,merchant_type,is_fraud,age,gender,income,account_balance,transaction_frequency,customer_segment,atm_id,atm_location,cash_withdrawal_amount,loan_id,loan_amount,credit_score,loan_status,news_headline,sentiment_score,stock_ticker
1906,2762,7945.25,1/2/2025 7:45,Travel,0,37,Female,59001,279301.35,14,High Value,14,Delhi,44631.83,6906,2034257,381,In Progress,Company faces regulatory issues,-0.66,RELIANCE
1907,4315,47464.16,1/2/2025 7:46,Travel,0,28,Other,165164,385285.45,54,High Value,40,Hyderabad,35961.85,6907,1222347,564,In Progress,Corporate layoffs rise across tech firms,0.95,HDFCBANK
1908,4562,43981.28,1/2/2025 7:47,Fuel,0,67,Male,174987,359348.89,41,High Value,42,Hyderabad,8639.15,6908,2662252,341,Default,Banking sector sees strong growth,0.23,TCS
1909,4920,45353.03,1/2/2025 7:48,Online,0,18,Female,199395,370988.64,60,Medium,38,Kolkata,10424.49,6909,993009,498,In Progress,Oil prices surge on global conflict,0.69,WIPRO
1910,4005,49576.72,1/2/2025 7:49,Online,0,61,Other,141832,139947.33,9,New,34,Chennai,40731.85,6910,897192,682,Paid,Rupee weakens against Dollar,-0.05,SBIN
1911,4578,10423.69,1/2/2025 7:50,Retail,0,35,Female,121726,37331.89,44,Medium,46,Delhi,21342.1,6911,854941,506,Paid,Oil prices surge on global conflict,0.25,ICICIBANK
1912,1364,17778.41,1/2/2025 7:51,Bill,0,56,Other,197974,74907.34,56,High Value,43,Mumbai,12525.75,6912,2112212,409,Paid,Company faces regulatory issues,0.68,RELIANCE
1913,3026,33464.26,1/2/2025 7:52,Travel,0,61,Male,30739,477775.49,94,Medium,2,Mumbai,21186.57,6913,1613847,729,Default,Company faces regulatory issues,0.97,INFY
1914,1481,24195.29,1/2/2025 7:53,Travel,0,50,Female,88012,306950.24,3,Medium,36,Chennai,8152.75,6914,1017260,371,In Progress,Company faces regulatory issues,-0.63,RELIANCE
1915,3248,20925.29,1/2/2025 7:54,Medical,0,71,Male,28699,364085.85,98,Low,6,Delhi,44597.66,6915,2247674,707,Paid,Market rises amid strong earnings,0.8,TCS
1916,1153,17896.98,1/2/2025 7:55,Online,0,53,Other,148876,449582.76,97,Low,36,Mumbai,3669.82,6916,2318556,578,Default,Oil prices surge on global conflict,0.33,HDFCBANK
1917,4521,29693.09,1/2/2025 7:56,Online,0,35,Male,194976,426450.91,91,High Value,22,Bengaluru,17726.75,6917,1162803,406,Default,Tech stocks rally on innovation,0.89,ICICIBANK
1918,2524,28783.92,1/2/2025 7:57,Bill,0,64,Male,196065,109591.72,59,New,5,Chennai,27890.75,6918,2176838,738,Paid,Company faces regulatory issues,-0.36,TCS
1919,3120,8081.28,1/2/2025 7:58,Online,0,48,Male,53343,29500.99,73,Low,38,Kolkata,43694.92,6919,1682423,350,Paid,Company faces regulatory issues,-0.51,SBIN
1920,3760,23592.27,1/2/2025 7:59,Food,0,52,Female,157847,462601.54,13,Medium,41,Hyderabad,39099.29,6920,640575,422,Paid,Market rises amid strong earnings,-0.27,HDFCBANK
1921,3343,27678.05,1/2/2025 8:00,Food,0,56,Other,123985,490843.31,30,High Value,22,Mumbai,1218.94,6921,554041,861,Paid,Corporate layoffs rise across tech firms,0.77,SBIN
1922,2040,28518.64,1/2/2025 8:01,Fuel,0,55,Male,78012,283888.42,53,New,48,Bengaluru,41279.88,6922,2605412,730,Paid,Market rises amid strong earnings,-0.08,SBIN
1923,2664,10513.26,1/2/2025 8:02,Food,0,32,Female,62686,444256.76,80,Low,11,Delhi,31942.19,6923,2500159,850,Paid,Banking sector sees strong growth,0.9,WIPRO
1924,2240,37116.15,1/2/2025 8:03,Food,0,64,Other,79236,116292.12,51,High Value,43,Mumbai,6754.09,6924,1079471,623,In Progress,Corporate layoffs rise across tech firms,-0.52,TCS
1925,1060,1269.7,1/2/2025 8:04,Bill,0,23,Other,191946,55963.83,42,New,31,Chennai,30912.13,6925,1904147,674,Paid,Corporate layoffs rise across tech firms,-0.56,SBIN
1926,1938,17748.04,1/2/2025 8:05,Travel,0,25,Other,145025,250158.56,26,High Value,42,Delhi,40912.92,6926,494829,847,In Progress,Company faces regulatory issues,0.36,ICICIBANK
1927,2639,39012.83,1/2/2025 8:06,Food,0,57,Male,133222,405686.12,59,New,29,Bengaluru,30145.38,6927,2549410,720,Paid,Tech stocks rally on innovation,-0.42,HDFCBANK
1928,3089,28199.01,1/2/2025 8:07,Fuel,0,39,Male,46586,327499.48,69,Low,33,Bengaluru,49957.42,6928,1557608,675,Paid,Company faces regulatory issues,-0.74,ICICIBANK
1929,1024,13065.51,1/2/2025 8:08,Online,0,18,Male,72009,318841.42,91,Medium,22,Hyderabad,25399.47,6929,146927,408,Paid,Banking sector sees strong growth,-0.25,HDFCBANK
1930,2062,34750.71,1/2/2025 8:09,Food,0,30,Other,15607,9220.72,79,Medium,49,Delhi,33689.24,6930,1988867,790,Paid,Oil prices surge on global conflict,-0.47,WIPRO
1931,4874,28373.87,1/2/2025 8:10,Fuel,0,72,Other,52386,159087.7,92,Low,27,Kolkata,3611.64,6931,770374,522,Paid,Company faces regulatory issues,-0.17,RELIANCE
1932,1130,39814.22,1/2/2025 8:11,Bill,0,41,Male,94625,469778.15,3,Low,8,Hyderabad,40678.59,6932,1842007,318,Paid,Corporate layoffs rise across tech firms,-0.63,TCS
1933,4569,36753.91,1/2/2025 8:12,Medical,0,38,Male,128872,67569.63,41,Low,48,Delhi,31242.74,6933,1336509,848,Default,Market rises amid strong earnings,0.91,WIPRO
1934,2252,30509.3,1/2/2025 8:13,Medical,0,62,Other,199184,363319.79,1,New,6,Delhi,28106.02,6934,1096319,516,In Progress,Corporate layoffs rise across tech firms,0.6,INFY
1935,1107,24414,1/2/2025 8:14,Medical,0,60,Other,183097,379775.92,65,New,46,Bengaluru,35469.55,6935,700949,896,Paid,Market rises amid strong earnings,0.68,INFY
1936,1171,6667.77,1/2/2025 8:15,Online,0,21,Female,129235,366550.2,70,New,25,Chennai,28069.44,6936,1097495,532,Paid,Rupee weakens against Dollar,-0.4,TCS
1937,2458,13074.04,1/2/2025 8:16,Fuel,0,24,Female,135300,494647.8,75,New,34,Bengaluru,38345.93,6937,1168674,850,Default,Banking sector sees strong growth,0.71,SBIN
1938,4549,20960.78,1/2/2025 8:17,Food,0,29,Male,78492,204899.5,50,New,9,Delhi,29217.43,6938,2338829,709,In Progress,Banking sector sees strong growth,0.18,WIPRO
1939,1101,29968.97,1/2/2025 8:18,Travel,0,30,Other,156295,341255.6,80,New,36,Chennai,26050.69,6939,2841043,853,Paid,Market rises amid strong earnings,-0.89,SBIN
1940,3913,25690.26,1/2/2025 8:19,Online,0,71,Other,37943,97230.73,97,New,31,Chennai,6837.47,6940,1590547,811,Paid,Market rises amid strong earnings,-0.69,INFY
1941,3571,14416.34,1/2/2025 8:20,Online,0,61,Female,102051,200155.1,88,Low,19,Bengaluru,23644.36,6941,2009814,489,Paid,Company faces regulatory issues,-0.11,ICICIBANK
1942,3322,333.15,1/2/2025 8:21,Medical,0,33,Other,110155,246034.52,59,New,49,Delhi,26957.91,6942,2931351,605,In Progress,Corporate layoffs rise across tech firms,-0.21,WIPRO
1943,2636,24817,1/2/2025 8:22,Travel,0,23,Male,81287,107806.36,96,High Value,1,Delhi,31266.23,6943,74200,752,Paid,Banking sector sees strong growth,0.59,INFY
1944,4115,14288.44,1/2/2025 8:23,Medical,0,31,Female,126541,453451.97,74,New,24,Chennai,22849.02,6944,864384,406,Paid,Oil prices surge on global conflict,0.75,WIPRO
1945,3864,36733.07,1/2/2025 8:24,Online,0,68,Other,120849,358240.82,63,Medium,34,Hyderabad,7417.51,6945,2574381,524,Paid,Corporate layoffs rise across tech firms,0.73,TCS
1946,4004,1207.07,1/2/2025 8:25,Food,0,65,Other,85880,142237.01,25,Medium,17,Hyderabad,7603.09,6946,749529,685,Paid,Company faces regulatory issues,-0.25,SBIN
1947,2040,29245.54,1/2/2025 8:26,Medical,0,48,Male,180045,67910.74,10,Low,34,Kolkata,36077.29,6947,1452487,829,Paid,Market rises amid strong earnings,0.27,RELIANCE
1948,1329,47074.3,1/2/2025 8:27,Medical,0,53,Other,182727,144289.73,77,Medium,35,Hyderabad,33106.22,6948,2571428,359,Paid,Tech stocks rally on innovation,-0.01,WIPRO
1949,4640,8728.72,1/2/2025 8:28,Medical,0,54,Female,89158,311681.2,1,Medium,36,Mumbai,13049.02,6949,581488,671,Paid,Banking sector sees strong growth,0.78,SBIN
1950,4894,23587.76,1/2/2025 8:29,Online,0,58,Female,137207,413291.11,99,Medium,13,Mumbai,22348.29,6950,368449,441,Paid,Rupee weakens against Dollar,0.78,TCS
1951,2520,4580.19,1/2/2025 8:30,Food,0,73,Other,117987,251832.54,14,Low,25,Bengaluru,15417.19,6951,2818441,417,Paid,Company faces regulatory issues,-0.89,TCS
1952,4886,31287.84,1/2/2025 8:31,Travel,0,52,Other,75461,51696.09,21,Low,12,Chennai,9133.04,6952,1890621,491,Paid,Banking sector sees strong growth,0.14,HDFCBANK
1953,1011,27531.08,1/2/2025 8:32,Retail,0,71,Other,33658,125032.78,58,New,21,Mumbai,16375.56,6953,570690,585,Paid,Corporate layoffs rise across tech firms,0.01,INFY
1954,2341,20374.2,1/2/2025 8:33,Travel,0,27,Other,137211,172899.39,38,Medium,37,Hyderabad,13208.18,6954,1952129,840,Default,Tech stocks rally on innovation,0.54,INFY
1955,4663,26073.64,1/2/2025 8:34,Food,0,34,Female,51133,318250.06,1,New,46,Chennai,4213.14,6955,1103772,318,Paid,Oil prices surge on global conflict,-0.61,HDFCBANK
1956,1215,44829.77,1/2/2025 8:35,Bill,0,68,Male,140275,123698.37,84,Low,38,Kolkata,25273.88,6956,70454,869,Paid,Global markets fall due to uncertainty,0.39,ICICIBANK
1957,1338,9822.75,1/2/2025 8:36,Medical,0,59,Female,35620,117347.23,5,New,1,Delhi,22599.11,6957,2395247,415,Paid,Market rises amid strong earnings,0.48,ICICIBANK
1958,2799,1138,1/2/2025 8:37,Travel,0,47,Other,183139,143457.83,44,New,48,Kolkata,35758.96,6958,1608246,339,In Progress,Tech stocks rally on innovation,-0.95,SBIN
1959,3708,43084.63,1/2/2025 8:38,Bill,0,61,Other,175747,296468.26,96,Medium,6,Hyderabad,31053.25,6959,1270603,564,Paid,Global markets fall due to uncertainty,-0.14,HDFCBANK
1960,4152,28860.08,1/2/2025 8:39,Bill,0,72,Female,15860,246568.83,65,Low,45,Hyderabad,17234.57,6960,835200,420,Paid,Corporate layoffs rise across tech firms,0.96,INFY
1961,2750,44534.02,1/2/2025 8:40,Food,0,24,Female,130532,420897.16,57,Medium,45,Hyderabad,24865.58,6961,392781,663,Paid,Company faces regulatory issues,-0.4,ICICIBANK
1962,2508,29851.29,1/2/2025 8:41,Food,0,35,Other,42618,349117.19,45,New,11,Bengaluru,26850.55,6962,1705517,504,Paid,Tech stocks rally on innovation,0.77,ICICIBANK
1963,3421,40509.95,1/2/2025 8:42,Medical,0,36,Female,42916,333577.53,60,Low,16,Mumbai,45885.68,6963,1326980,785,Paid,Global markets fall due to uncertainty,0.17,RELIANCE
1964,4023,21489.37,1/2/2025 8:43,Retail,0,32,Other,97056,77747.71,66,New,22,Hyderabad,49086.55,6964,1991444,394,In Progress,Tech stocks rally on innovation,-0.41,ICICIBANK
1965,1709,37495.5,1/2/2025 8:44,Fuel,1,56,Female,102667,28086.29,95,New,46,Delhi,40795.59,6965,1708536,698,Default,Global markets fall due to uncertainty,0.67,INFY
1966,2223,45652.94,1/2/2025 8:45,Online,0,61,Other,37878,255244.43,47,Medium,11,Mumbai,28149.02,6966,2615891,845,Paid,Company faces regulatory issues,0.98,RELIANCE
1967,4608,28610.43,1/2/2025 8:46,Travel,0,39,Female,91960,36285.01,26,Low,37,Mumbai,46412.53,6967,930979,629,Paid,Company faces regulatory issues,0.48,RELIANCE
1968,3513,9047.45,1/2/2025 8:47,Food,0,56,Other,53554,182326.95,9,Low,26,Bengaluru,8987.82,6968,252485,609,Paid,Company faces regulatory issues,-0.88,WIPRO
1969,2112,13447.19,1/2/2025 8:48,Travel,1,59,Male,172868,13543.12,51,Medium,26,Kolkata,34855.15,6969,1225597,516,Paid,Corporate layoffs rise across tech firms,-0.9,SBIN
1970,2291,9940.24,1/2/2025 8:49,Fuel,1,74,Male,155417,88816.08,94,High Value,42,Chennai,23077.34,6970,2388682,467,Paid,Company faces regulatory issues,-0.02,WIPRO
1971,4726,12350.38,1/2/2025 8:50,Fuel,0,73,Female,138858,55628.75,8,Medium,21,Mumbai,7322.97,6971,270849,831,Paid,Company faces regulatory issues,-0.99,INFY
1972,4642,15327.71,1/2/2025 8:51,Medical,0,71,Male,138448,400592.01,5,Medium,26,Mumbai,3852.98,6972,841645,408,Paid,Oil prices surge on global conflict,0.35,HDFCBANK
1973,4993,27761.14,1/2/2025 8:52,Bill,0,47,Other,37584,173390.01,39,High Value,15,Hyderabad,24089.02,6973,1405241,498,Paid,Global markets fall due to uncertainty,-0.97,WIPRO
1974,1488,29403.7,1/2/2025 8:53,Medical,1,37,Female,26598,39883.84,68,Low,39,Delhi,12024.56,6974,2947615,701,Paid,Company faces regulatory issues,0.95,TCS
1975,4948,21330.72,1/2/2025 8:54,Online,0,49,Female,164517,133107.36,40,High Value,35,Hyderabad,12600.26,6975,1141829,471,In Progress,Tech stocks rally on innovation,0.76,ICICIBANK
1976,2561,30774.88,1/2/2025 8:55,Retail,0,59,Other,58813,341562.64,36,New,11,Delhi,16078.82,6976,882886,483,Paid,Tech stocks rally on innovation,0.63,SBIN
1977,1046,4087.93,1/2/2025 8:56,Travel,0,42,Other,149802,372944.82,21,New,9,Mumbai,35946.37,6977,1869923,316,Paid,Company faces regulatory issues,0.62,HDFCBANK
1978,4359,4398.53,1/2/2025 8:57,Online,0,40,Other,26684,60372.63,97,Medium,42,Delhi,8288.07,6978,1468889,853,Paid,Tech stocks rally on innovation,0.67,TCS
1979,1777,8599.75,1/2/2025 8:58,Retail,0,22,Female,119426,389393.94,26,New,23,Hyderabad,35906.04,6979,1751000,455,Paid,Company faces regulatory issues,-0.13,INFY
1980,2039,25908.69,1/2/2025 8:59,Travel,0,67,Other,180635,185594.3,75,High Value,4,Hyderabad,39157.23,6980,286815,320,Paid,Oil prices surge on global conflict,0.58,ICICIBANK
1981,1710,10707.59,1/2/2025 9:00,Online,1,58,Male,156113,339851.64,85,New,30,Kolkata,29764.56,6981,2995501,720,Paid,Tech stocks rally on innovation,-0.27,HDFCBANK
1982,1400,14171.39,1/2/2025 9:01,Food,0,47,Female,199537,335918.14,86,Low,28,Bengaluru,12453.12,6982,2861282,450,Default,Banking sector sees strong growth,0.7,TCS
1983,4990,20021.64,1/2/2025 9:02,Travel,0,65,Other,88723,396899.56,56,Medium,25,Kolkata,2671.47,6983,1799944,410,In Progress,Corporate layoffs rise across tech firms,0.24,SBIN
1984,2817,40595.19,1/2/2025 9:03,Online,0,56,Female,76320,348742.8,57,Medium,22,Mumbai,20456.46,6984,2087984,614,Paid,Rupee weakens against Dollar,-0.28,INFY
1985,4028,702.97,1/2/2025 9:04,Fuel,0,74,Male,118144,19914.74,59,Low,25,Delhi,42387.52,6985,61191,757,Default,Rupee weakens against Dollar,0.49,SBIN
1986,4157,32472.45,1/2/2025 9:05,Retail,0,44,Male,47624,259980.81,7,Low,26,Hyderabad,5183.33,6986,1528873,351,Paid,Market rises amid strong earnings,-0.51,RELIANCE
1987,1249,33447.14,1/2/2025 9:06,Online,0,74,Other,18726,83507.5,42,Medium,29,Hyderabad,37267.06,6987,2727911,572,Paid,Rupee weakens against Dollar,0.93,RELIANCE
1988,1390,39934.8,1/2/2025 9:07,Food,0,59,Female,196465,484997.29,13,Low,46,Hyderabad,23447.7,6988,853524,684,Paid,Tech stocks rally on innovation,0.33,RELIANCE
1989,4853,46638.32,1/2/2025 9:08,Medical,0,54,Other,147915,128289.35,84,New,41,Chennai,44951.77,6989,1346678,886,Default,Tech stocks rally on innovation,-0.2,INFY
1990,1334,1016.69,1/2/2025 9:09,Travel,0,24,Female,69929,210343.62,79,New,32,Hyderabad,17874.29,6990,1581767,387,In Progress,Rupee weakens against Dollar,0.1,TCS
1991,1628,7697.65,1/2/2025 9:10,Travel,1,22,Other,28754,98752.72,34,New,26,Chennai,35266.97,6991,479738,319,Default,Oil prices surge on global conflict,0.48,INFY
1992,4590,44309.7,1/2/2025 9:11,Travel,0,32,Other,174925,67727.27,53,New,28,Mumbai,37031.96,6992,2186203,730,In Progress,Rupee weakens against Dollar,0.59,RELIANCE
1993,1136,22931.34,1/2/2025 9:12,Food,0,68,Female,110324,300664.34,46,High Value,20,Bengaluru,10017.21,6993,2745216,880,Paid,Market rises amid strong earnings,0.95,INFY
1994,3930,28233.89,1/2/2025 9:13,Retail,0,59,Female,19567,246843.23,57,High Value,48,Kolkata,7991.53,6994,2852870,469,Default,Rupee weakens against Dollar,-0.58,ICICIBANK
1995,3735,33154.73,1/2/2025 9:14,Travel,0,25,Male,77118,187642.54,61,High Value,2,Chennai,4727.28,6995,680334,405,Paid,Banking sector sees strong growth,0.01,TCS
1996,4911,33956.54,1/2/2025 9:15,Retail,0,73,Male,47150,43166.8,89,High Value,23,Kolkata,35108.96,6996,124817,626,Default,Market rises amid strong earnings,-0.82,WIPRO
1997,2521,46587.7,1/2/2025 9:16,Online,0,26,Female,112364,368111.7,56,New,39,Chennai,27452.71,6997,1128825,518,Default,Tech stocks rally on innovation,-0.84,SBIN
1998,1826,49847.5,1/2/2025 9:17,Fuel,0,28,Male,152534,3425.22,29,New,5,Hyderabad,4427.27,6998,2270548,564,Default,Rupee weakens against Dollar,-0.79,ICICIBANK
1999,1726,36010.67,1/2/2025 9:18,Fuel,0,39,Male,42560,229101.96,92,Low,21,Hyderabad,15485.87,6999,1483385,621,Paid,Company faces regulatory issues,-0.48,SBIN
2000,2500,14368.19,1/2/2025 9:19,Retail,0,51,Female,99568,316469.7,14,High Value,22,Delhi,7203.09,7000,2565610,615,Paid,Banking sector sees strong growth,0.39,RELIANCE
2001,3641,43988.82,1/2/2025 9:20,Retail,0,52,Female,128246,215640.06,68,High Value,49,Hyderabad,4724.78,7001,2003631,407,Paid,Rupee weakens against Dollar,0.72,TCS
2002,4294,2470.55,1/2/2025 9:21,Fuel,0,30,Female,149443,63541.39,71,Medium,11,Kolkata,15008.68,7002,89850,808,Paid,Rupee weakens against Dollar,-0.13,ICICIBANK
2003,1989,11561.73,1/2/2025 9:22,Travel,0,28,Other,100349,389235.82,13,Low,30,Delhi,4905.17,7003,383033,840,Default,Tech stocks rally on innovation,0.11,INFY
2004,3419,44870.31,1/2/2025 9:23,Bill,0,49,Female,139460,162310,17,New,28,Delhi,13083.28,7004,2536474,874,Paid,Company faces regulatory issues,-0.59,HDFCBANK
2005,1934,12817.01,1/2/2025 9:24,Bill,0,59,Female,17932,67810.4,29,Low,36,Hyderabad,27680.69,7005,110741,826,In Progress,Company faces regulatory issues,0.58,SBIN
2006,4042,11040.35,1/2/2025 9:25,Food,0,32,Female,167542,275357.77,81,Low,17,Delhi,28089.12,7006,88676,537,Default,Rupee weakens against Dollar,0.78,WIPRO
2007,1401,6914.88,1/2/2025 9:26,Medical,0,55,Male,24778,10076.19,83,Medium,21,Bengaluru,8483.31,7007,336567,308,Paid,Oil prices surge on global conflict,-0.03,WIPRO
2008,2466,42957,1/2/2025 9:27,Fuel,1,18,Female,38033,162369.81,90,Medium,37,Hyderabad,9631.57,7008,1362554,635,Paid,Banking sector sees strong growth,-0.68,INFY
2009,4561,25007.91,1/2/2025 9:28,Fuel,0,63,Male,156376,375445.86,73,Low,36,Bengaluru,42763.08,7009,1065091,621,Paid,Tech stocks rally on innovation,-0.99,RELIANCE
2010,1614,33747.91,1/2/2025 9:29,Food,0,67,Other,142441,456399.31,2,High Value,25,Hyderabad,8430.05,7010,689863,300,Paid,Global markets fall due to uncertainty,0.07,HDFCBANK
2011,2296,11960.93,1/2/2025 9:30,Bill,0,41,Female,160479,296067.87,62,New,24,Chennai,2382.5,7011,148854,420,In Progress,Company faces regulatory issues,0,SBIN
2012,4597,37904.44,1/2/2025 9:31,Online,0,60,Female,17521,109196.99,20,Medium,30,Bengaluru,12316.56,7012,183019,308,Default,Rupee weakens against Dollar,0.85,TCS
2013,2182,38002.68,1/2/2025 9:32,Travel,0,57,Male,141631,110390.08,87,Medium,42,Hyderabad,28863.68,7013,1285572,612,Paid,Oil prices surge on global conflict,-0.93,WIPRO
2014,4223,15636.78,1/2/2025 9:33,Travel,0,39,Other,99622,302133.9,82,New,35,Kolkata,460.5,7014,619675,483,Paid,Market rises amid strong earnings,-0.7,SBIN
2015,4042,20540.02,1/2/2025 9:34,Online,0,20,Female,132257,203677.47,56,Medium,21,Chennai,49250.85,7015,1096420,537,Default,Global markets fall due to uncertainty,-0.6,HDFCBANK
2016,3667,10492.42,1/2/2025 9:35,Online,0,31,Other,129647,89043.52,90,Low,6,Chennai,11596.44,7016,519099,629,Default,Corporate layoffs rise across tech firms,0.09,SBIN
2017,3235,48828.29,1/2/2025 9:36,Bill,0,19,Other,146855,393804.82,52,New,21,Chennai,11982.06,7017,2366100,770,Default,Oil prices surge on global conflict,-0.43,SBIN
2018,4884,32283.67,1/2/2025 9:37,Food,0,49,Female,57666,100521.4,25,High Value,8,Hyderabad,36957.01,7018,565436,318,Paid,Corporate layoffs rise across tech firms,-0.59,WIPRO
2019,2121,46727.85,1/2/2025 9:38,Online,0,65,Other,162870,161159.6,62,Medium,5,Kolkata,12484.14,7019,1536056,317,In Progress,Corporate layoffs rise across tech firms,0.03,TCS
2020,1130,15176.24,1/2/2025 9:39,Food,0,55,Other,91303,31184,17,Medium,40,Mumbai,19867.95,7020,1199562,579,Default,Market rises amid strong earnings,-0.92,ICICIBANK
2021,3852,39096.73,1/2/2025 9:40,Medical,0,50,Female,16103,350835.37,39,Low,10,Chennai,27241.54,7021,2103715,426,Paid,Banking sector sees strong growth,0.95,WIPRO
2022,2194,38295.27,1/2/2025 9:41,Retail,0,63,Male,85845,138001.32,10,High Value,31,Mumbai,1191.44,7022,305152,607,Paid,Oil prices surge on global conflict,0.72,SBIN
2023,3983,34585.87,1/2/2025 9:42,Travel,1,59,Female,180011,116817.05,59,Medium,30,Hyderabad,41880.9,7023,406434,513,Paid,Rupee weakens against Dollar,-0.46,ICICIBANK
2024,4033,48282.29,1/2/2025 9:43,Bill,0,23,Other,89170,152027.46,25,New,21,Chennai,25651.33,7024,672098,575,In Progress,Company faces regulatory issues,-0.33,SBIN
2025,1182,19683.83,1/2/2025 9:44,Travel,0,58,Female,27135,437128.2,28,New,36,Kolkata,15714.66,7025,2292087,628,Paid,Company faces regulatory issues,-0.51,WIPRO
2026,4030,6544.56,1/2/2025 9:45,Bill,0,56,Male,134433,259250.28,90,Low,27,Kolkata,20049.35,7026,2712778,315,Paid,Banking sector sees strong growth,0.86,SBIN
2027,1363,33588.73,1/2/2025 9:46,Retail,0,42,Other,112580,79363.42,76,Low,38,Chennai,2885.65,7027,1984727,736,Paid,Company faces regulatory issues,0.31,ICICIBANK
2028,1038,36468.2,1/2/2025 9:47,Travel,0,51,Other,101481,387353.2,61,Medium,35,Delhi,35927.26,7028,548904,305,Paid,Oil prices surge on global conflict,0.04,ICICIBANK
2029,4598,28757.28,1/2/2025 9:48,Retail,0,28,Male,54404,104622.4,58,Low,32,Delhi,27021.27,7029,2192493,580,Paid,Global markets fall due to uncertainty,0.02,WIPRO
2030,4959,10348.83,1/2/2025 9:49,Bill,0,63,Male,17589,206531.84,44,New,26,Chennai,45708.17,7030,41065,314,Paid,Oil prices surge on global conflict,-0.67,WIPRO
2031,3544,25227.75,1/2/2025 9:50,Online,0,54,Other,24695,284253.87,83,Low,4,Bengaluru,23262.92,7031,1771791,609,In Progress,Global markets fall due to uncertainty,0.93,WIPRO
2032,4587,15616.36,1/2/2025 9:51,Medical,0,58,Male,20722,292429.24,23,New,27,Delhi,41437.24,7032,1143583,765,Default,Oil prices surge on global conflict,0.83,SBIN
2033,2372,21379.05,1/2/2025 9:52,Travel,0,24,Female,64874,34981.54,78,Medium,36,Hyderabad,9497.59,7033,219602,726,Paid,Banking sector sees strong growth,0.9,ICICIBANK
2034,4029,32264.48,1/2/2025 9:53,Retail,0,74,Male,146913,418483.84,17,New,37,Delhi,2919.82,7034,2179662,780,Paid,Oil prices surge on global conflict,-0.42,HDFCBANK
2035,1920,37263.28,1/2/2025 9:54,Fuel,0,63,Female,164803,239975.66,79,Low,27,Delhi,47427.16,7035,881177,825,In Progress,Rupee weakens against Dollar,-0.05,TCS
2036,4468,11618.91,1/2/2025 9:55,Travel,0,65,Other,140101,494635.72,85,New,47,Hyderabad,12922.21,7036,504841,845,Paid,Tech stocks rally on innovation,0.04,ICICIBANK
2037,3769,20272.21,1/2/2025 9:56,Travel,0,39,Other,15645,358862.48,38,New,48,Hyderabad,41695.83,7037,2755801,685,Paid,Rupee weakens against Dollar,-0.02,ICICIBANK
2038,4232,13465.39,1/2/2025 9:57,Travel,0,65,Other,47116,496288.17,30,High Value,6,Bengaluru,12940.95,7038,445063,831,Paid,Company faces regulatory issues,-0.96,TCS
2039,1015,9939.59,1/2/2025 9:58,Food,0,56,Other,55983,227010.89,19,High Value,18,Kolkata,7876.5,7039,2143394,571,In Progress,Oil prices surge on global conflict,0.67,WIPRO
2040,1492,39171.53,1/2/2025 9:59,Retail,0,27,Other,44402,70820.31,32,Medium,26,Delhi,36653.29,7040,2267121,494,Default,Oil prices surge on global conflict,0.49,HDFCBANK
2041,2449,45463.54,1/2/2025 10:00,Retail,0,38,Male,64158,363791.03,93,New,44,Chennai,38942.47,7041,2540632,537,Paid,Rupee weakens against Dollar,-0.05,SBIN
2042,2131,18517.91,1/2/2025 10:01,Travel,0,23,Male,51469,388991.26,86,New,24,Chennai,42196.28,7042,779824,770,Paid,Global markets fall due to uncertainty,-0.47,WIPRO
2043,3941,37566.43,1/2/2025 10:02,Online,0,66,Other,75576,426491.22,20,New,7,Mumbai,43256.95,7043,475257,402,In Progress,Market rises amid strong earnings,0.27,ICICIBANK
2044,4521,44850.79,1/2/2025 10:03,Travel,0,18,Male,28908,151073.79,64,High Value,44,Kolkata,24208.25,7044,334633,542,Paid,Company faces regulatory issues,-0.72,SBIN
2045,1310,42307.75,1/2/2025 10:04,Food,0,51,Male,75269,255586.65,36,New,14,Hyderabad,20070.82,7045,2265680,514,Paid,Corporate layoffs rise across tech firms,0.99,SBIN
2046,1738,9148.84,1/2/2025 10:05,Bill,0,31,Other,57231,428824.03,65,High Value,13,Chennai,37573.35,7046,370587,376,Paid,Global markets fall due to uncertainty,-0.75,WIPRO
2047,4241,47815.03,1/2/2025 10:06,Food,0,53,Male,60221,432435.75,83,Medium,26,Delhi,28512.38,7047,503636,683,Paid,Global markets fall due to uncertainty,-0.88,HDFCBANK
2048,1545,18840.06,1/2/2025 10:07,Online,0,44,Other,158787,13329.08,43,New,43,Bengaluru,48267.68,7048,2581675,420,Paid,Rupee weakens against Dollar,0.22,ICICIBANK
2049,3461,16968.64,1/2/2025 10:08,Travel,0,26,Other,53398,335622.93,26,New,43,Mumbai,18854.22,7049,1874746,851,In Progress,Global markets fall due to uncertainty,-0.07,HDFCBANK
2050,1250,3130.94,1/2/2025 10:09,Retail,0,72,Other,77372,301042.83,7,Low,2,Kolkata,2239.49,7050,1042819,840,Default,Tech stocks rally on innovation,0.44,SBIN
2051,1758,24313.82,1/2/2025 10:10,Medical,0,23,Other,50324,42127.22,34,High Value,46,Delhi,29506.3,7051,2269022,444,Paid,Banking sector sees strong growth,-0.74,RELIANCE
